instance,seed,status,problem,problemSize,solver
inst-32-19-86,11,solver-timeout,ppp,normal,oscar-cbls
inst-18-12-35,66,solver-timeout,ppp,normal,oscar-cbls
inst-60-9-71,22,solver-timeout,ppp,normal,oscar-cbls
inst-79-12-77,66,solver-timeout,ppp,normal,oscar-cbls
inst-46-6-35,77,solver-timeout,ppp,normal,oscar-cbls
inst-46-6-35,88,solver-timeout,ppp,normal,oscar-cbls
inst-21-26-37,55,solver-timeout,ppp,normal,oscar-cbls
inst-71-14-76,77,solver-timeout,ppp,normal,oscar-cbls
ppp-ian4,22,solver-timeout,ppp,normal,oscar-cbls
ppp-ian1b,66,solver-timeout,ppp,normal,oscar-cbls
ppp-ian1b,99,solver-timeout,ppp,normal,oscar-cbls
inst-71-14-76,88,solver-timeout,ppp,normal,oscar-cbls
inst-24-11-40,1010,solver-timeout,ppp,normal,oscar-cbls
inst-48-8-17,11,solver-timeout,ppp,normal,oscar-cbls
inst-15-19-62,1010,solver-timeout,ppp,normal,oscar-cbls
inst-72-19-21,44,solver-timeout,ppp,normal,oscar-cbls
inst-64-19-94,33,solver-timeout,ppp,normal,oscar-cbls
inst-58-29-37,1010,solver-timeout,ppp,normal,oscar-cbls
ppp-ian8,22,solver-timeout,ppp,normal,oscar-cbls
inst-23-24-21,55,solver-timeout,ppp,normal,oscar-cbls
inst-18-18-67,1010,solver-timeout,ppp,normal,oscar-cbls
inst-49-30-83,77,solver-timeout,ppp,normal,oscar-cbls
inst-71-14-76,1010,solver-timeout,ppp,normal,oscar-cbls
inst-25-8-26,88,solver-timeout,ppp,normal,oscar-cbls
inst-25-8-26,77,solver-timeout,ppp,normal,oscar-cbls
inst-49-30-83,88,solver-timeout,ppp,normal,oscar-cbls
inst-38-23-17,88,solver-timeout,ppp,normal,oscar-cbls
inst-12-26-51,55,solver-timeout,ppp,normal,oscar-cbls
inst-16-12-77,1010,solver-timeout,ppp,normal,oscar-cbls
inst-24-11-40,44,solver-timeout,ppp,normal,oscar-cbls
inst-38-23-17,77,solver-timeout,ppp,normal,oscar-cbls
inst-10-17-77,33,solver-timeout,ppp,normal,oscar-cbls
inst-13-29-71,77,solver-timeout,ppp,normal,oscar-cbls
ppp-ian7,99,solver-timeout,ppp,normal,oscar-cbls
ppp-ian6b,33,solver-timeout,ppp,normal,oscar-cbls
inst-56-14-90,77,solver-timeout,ppp,normal,oscar-cbls
inst-80-11-57,33,solver-timeout,ppp,normal,oscar-cbls
inst-48-21-61,11,solver-timeout,ppp,normal,oscar-cbls
inst-55-28-82,11,solver-timeout,ppp,normal,oscar-cbls
inst-13-29-71,88,solver-timeout,ppp,normal,oscar-cbls
ppp-ian7,66,solver-timeout,ppp,normal,oscar-cbls
inst-18-18-67,22,solver-timeout,ppp,normal,oscar-cbls
inst-56-14-90,88,solver-timeout,ppp,normal,oscar-cbls
inst-60-18-16,66,solver-timeout,ppp,normal,oscar-cbls
inst-30-23-75,88,solver-timeout,ppp,normal,oscar-cbls
inst-49-25-69,22,solver-timeout,ppp,normal,oscar-cbls
inst-38-13-40,55,solver-timeout,ppp,normal,oscar-cbls
inst-14-14-55,1010,solver-timeout,ppp,normal,oscar-cbls
inst-60-18-16,99,solver-timeout,ppp,normal,oscar-cbls
inst-30-23-75,77,solver-timeout,ppp,normal,oscar-cbls
ppp-ian4,44,solver-timeout,ppp,normal,oscar-cbls
inst-21-26-37,33,solver-timeout,ppp,normal,oscar-cbls
inst-60-17-91,66,solver-timeout,ppp,normal,oscar-cbls
inst-71-14-76,11,solver-timeout,ppp,normal,oscar-cbls
inst-60-17-91,99,solver-timeout,ppp,normal,oscar-cbls
inst-48-8-17,88,solver-timeout,ppp,normal,oscar-cbls
inst-48-8-17,77,solver-timeout,ppp,normal,oscar-cbls
inst-72-19-21,22,solver-timeout,ppp,normal,oscar-cbls
inst-64-19-94,55,solver-timeout,ppp,normal,oscar-cbls
ppp-ian8,44,solver-timeout,ppp,normal,oscar-cbls
inst-23-24-21,33,solver-timeout,ppp,normal,oscar-cbls
inst-49-30-83,11,solver-timeout,ppp,normal,oscar-cbls
inst-25-8-26,11,solver-timeout,ppp,normal,oscar-cbls
inst-12-26-51,33,solver-timeout,ppp,normal,oscar-cbls
inst-38-23-17,11,solver-timeout,ppp,normal,oscar-cbls
inst-10-17-77,55,solver-timeout,ppp,normal,oscar-cbls
inst-24-11-40,22,solver-timeout,ppp,normal,oscar-cbls
inst-48-21-61,88,solver-timeout,ppp,normal,oscar-cbls
inst-55-28-82,88,solver-timeout,ppp,normal,oscar-cbls
ppp-ian3b,1010,solver-timeout,ppp,normal,oscar-cbls
inst-80-11-57,55,solver-timeout,ppp,normal,oscar-cbls
inst-13-29-71,11,solver-timeout,ppp,normal,oscar-cbls
ppp-ian6b,55,solver-timeout,ppp,normal,oscar-cbls
inst-56-14-90,11,solver-timeout,ppp,normal,oscar-cbls
inst-18-18-67,44,solver-timeout,ppp,normal,oscar-cbls
inst-48-21-61,77,solver-timeout,ppp,normal,oscar-cbls
inst-55-28-82,77,solver-timeout,ppp,normal,oscar-cbls
inst-49-25-69,44,solver-timeout,ppp,normal,oscar-cbls
inst-38-13-40,33,solver-timeout,ppp,normal,oscar-cbls
inst-30-23-75,11,solver-timeout,ppp,normal,oscar-cbls
inst-39-15-97,33,solver-timeout,ppp,normal,oscar-cbls
inst-52-12-38,33,solver-timeout,ppp,normal,oscar-cbls
inst-33-6-49,55,solver-timeout,ppp,normal,oscar-cbls
inst-60-18-29,33,solver-timeout,ppp,normal,oscar-cbls
inst-49-13-20,88,solver-timeout,ppp,normal,oscar-cbls
inst-40-23-13,33,solver-timeout,ppp,normal,oscar-cbls
inst-50-11-41,1010,solver-timeout,ppp,normal,oscar-cbls
inst-49-13-20,77,solver-timeout,ppp,normal,oscar-cbls
inst-40-14-83,66,solver-timeout,ppp,normal,oscar-cbls
ppp-ian3b,99,solver-timeout,ppp,normal,oscar-cbls
inst-16-12-77,88,solver-timeout,ppp,normal,oscar-cbls
ppp-ian3b,66,solver-timeout,ppp,normal,oscar-cbls
inst-16-12-77,77,solver-timeout,ppp,normal,oscar-cbls
inst-40-14-83,99,solver-timeout,ppp,normal,oscar-cbls
inst-15-19-62,66,solver-timeout,ppp,normal,oscar-cbls
inst-50-11-41,44,solver-timeout,ppp,normal,oscar-cbls
inst-76-30-57,11,solver-timeout,ppp,normal,oscar-cbls
inst-15-19-62,99,solver-timeout,ppp,normal,oscar-cbls
inst-58-29-37,33,solver-timeout,ppp,normal,oscar-cbls
inst-34-20-55,88,solver-timeout,ppp,normal,oscar-cbls
inst-31-11-25,55,solver-timeout,ppp,normal,oscar-cbls
inst-65-29-58,44,solver-timeout,ppp,normal,oscar-cbls
inst-24-9-73,22,solver-timeout,ppp,normal,oscar-cbls
inst-34-20-55,77,solver-timeout,ppp,normal,oscar-cbls
inst-54-12-91,66,solver-timeout,ppp,normal,oscar-cbls
inst-68-14-90,44,solver-timeout,ppp,normal,oscar-cbls
inst-15-27-61,33,solver-timeout,ppp,normal,oscar-cbls
inst-23-30-29,55,solver-timeout,ppp,normal,oscar-cbls
inst-14-14-55,22,solver-timeout,ppp,normal,oscar-cbls
inst-42-18-44,33,solver-timeout,ppp,normal,oscar-cbls
inst-54-12-91,99,solver-timeout,ppp,normal,oscar-cbls
inst-32-19-86,77,solver-timeout,ppp,normal,oscar-cbls
inst-56-14-90,1010,solver-timeout,ppp,normal,oscar-cbls
inst-42-29-94,55,solver-timeout,ppp,normal,oscar-cbls
inst-32-19-86,88,solver-timeout,ppp,normal,oscar-cbls
ppp-ian4,1010,solver-timeout,ppp,normal,oscar-cbls
inst-60-9-71,44,solver-timeout,ppp,normal,oscar-cbls
inst-46-6-35,11,solver-timeout,ppp,normal,oscar-cbls
inst-66-5-40,66,solver-timeout,ppp,normal,oscar-cbls
inst-66-5-40,99,solver-timeout,ppp,normal,oscar-cbls
inst-60-18-29,1010,solver-timeout,ppp,normal,oscar-cbls
inst-52-12-38,22,solver-timeout,ppp,normal,oscar-cbls
inst-39-15-97,22,solver-timeout,ppp,normal,oscar-cbls
inst-27-18-98,11,solver-timeout,ppp,normal,oscar-cbls
inst-33-6-49,44,solver-timeout,ppp,normal,oscar-cbls
inst-54-12-91,1010,solver-timeout,ppp,normal,oscar-cbls
inst-40-23-13,22,solver-timeout,ppp,normal,oscar-cbls
inst-60-18-29,22,solver-timeout,ppp,normal,oscar-cbls
inst-49-13-20,99,solver-timeout,ppp,normal,oscar-cbls
inst-49-13-20,66,solver-timeout,ppp,normal,oscar-cbls
inst-16-12-77,99,solver-timeout,ppp,normal,oscar-cbls
ppp-ian3b,88,solver-timeout,ppp,normal,oscar-cbls
inst-40-14-83,77,solver-timeout,ppp,normal,oscar-cbls
inst-40-14-83,88,solver-timeout,ppp,normal,oscar-cbls
inst-16-12-77,66,solver-timeout,ppp,normal,oscar-cbls
ppp-ian3b,77,solver-timeout,ppp,normal,oscar-cbls
inst-50-11-41,55,solver-timeout,ppp,normal,oscar-cbls
inst-15-19-62,77,solver-timeout,ppp,normal,oscar-cbls
inst-58-29-37,22,solver-timeout,ppp,normal,oscar-cbls
inst-15-19-62,88,solver-timeout,ppp,normal,oscar-cbls
inst-21-26-37,1010,solver-timeout,ppp,normal,oscar-cbls
inst-41-11-49,11,solver-timeout,ppp,normal,oscar-cbls
inst-65-29-58,55,solver-timeout,ppp,normal,oscar-cbls
inst-31-11-25,44,solver-timeout,ppp,normal,oscar-cbls
inst-34-20-55,99,solver-timeout,ppp,normal,oscar-cbls
inst-34-20-55,66,solver-timeout,ppp,normal,oscar-cbls
inst-24-9-73,33,solver-timeout,ppp,normal,oscar-cbls
inst-60-18-16,1010,solver-timeout,ppp,normal,oscar-cbls
inst-68-14-90,55,solver-timeout,ppp,normal,oscar-cbls
inst-40-23-13,1010,solver-timeout,ppp,normal,oscar-cbls
inst-54-12-91,77,solver-timeout,ppp,normal,oscar-cbls
inst-42-18-44,22,solver-timeout,ppp,normal,oscar-cbls
inst-54-12-91,88,solver-timeout,ppp,normal,oscar-cbls
inst-14-14-55,33,solver-timeout,ppp,normal,oscar-cbls
inst-23-30-29,44,solver-timeout,ppp,normal,oscar-cbls
inst-15-27-61,22,solver-timeout,ppp,normal,oscar-cbls
inst-42-29-94,44,solver-timeout,ppp,normal,oscar-cbls
inst-32-19-86,66,solver-timeout,ppp,normal,oscar-cbls
inst-32-19-86,99,solver-timeout,ppp,normal,oscar-cbls
inst-18-12-35,11,solver-timeout,ppp,normal,oscar-cbls
inst-60-9-71,55,solver-timeout,ppp,normal,oscar-cbls
inst-79-12-77,11,solver-timeout,ppp,normal,oscar-cbls
inst-49-25-69,1010,solver-timeout,ppp,normal,oscar-cbls
inst-72-19-21,1010,solver-timeout,ppp,normal,oscar-cbls
inst-66-5-40,77,solver-timeout,ppp,normal,oscar-cbls
inst-66-5-40,88,solver-timeout,ppp,normal,oscar-cbls
inst-21-26-37,22,solver-timeout,ppp,normal,oscar-cbls
inst-60-17-91,77,solver-timeout,ppp,normal,oscar-cbls
ppp-ian1b,11,solver-timeout,ppp,normal,oscar-cbls
ppp-ian4,55,solver-timeout,ppp,normal,oscar-cbls
inst-60-17-91,88,solver-timeout,ppp,normal,oscar-cbls
inst-48-8-17,99,solver-timeout,ppp,normal,oscar-cbls
inst-48-8-17,66,solver-timeout,ppp,normal,oscar-cbls
inst-64-19-94,44,solver-timeout,ppp,normal,oscar-cbls
inst-72-19-21,33,solver-timeout,ppp,normal,oscar-cbls
ppp-ian8,55,solver-timeout,ppp,normal,oscar-cbls
inst-23-24-21,22,solver-timeout,ppp,normal,oscar-cbls
inst-46-6-35,1010,solver-timeout,ppp,normal,oscar-cbls
inst-12-26-51,22,solver-timeout,ppp,normal,oscar-cbls
inst-24-11-40,33,solver-timeout,ppp,normal,oscar-cbls
inst-25-8-26,1010,solver-timeout,ppp,normal,oscar-cbls
inst-10-17-77,44,solver-timeout,ppp,normal,oscar-cbls
ppp-ian6b,44,solver-timeout,ppp,normal,oscar-cbls
inst-80-11-57,44,solver-timeout,ppp,normal,oscar-cbls
inst-48-21-61,1010,solver-timeout,ppp,normal,oscar-cbls
inst-48-21-61,99,solver-timeout,ppp,normal,oscar-cbls
inst-55-28-82,99,solver-timeout,ppp,normal,oscar-cbls
inst-48-21-61,66,solver-timeout,ppp,normal,oscar-cbls
inst-55-28-82,66,solver-timeout,ppp,normal,oscar-cbls
inst-18-18-67,55,solver-timeout,ppp,normal,oscar-cbls
inst-79-12-77,1010,solver-timeout,ppp,normal,oscar-cbls
ppp-ian7,11,solver-timeout,ppp,normal,oscar-cbls
inst-60-18-16,11,solver-timeout,ppp,normal,oscar-cbls
inst-38-13-40,22,solver-timeout,ppp,normal,oscar-cbls
inst-49-25-69,55,solver-timeout,ppp,normal,oscar-cbls
inst-33-6-49,88,solver-timeout,ppp,normal,oscar-cbls
inst-52-12-38,11,solver-timeout,ppp,normal,oscar-cbls
inst-39-15-97,11,solver-timeout,ppp,normal,oscar-cbls
inst-33-6-49,77,solver-timeout,ppp,normal,oscar-cbls
inst-27-18-98,22,solver-timeout,ppp,normal,oscar-cbls
inst-42-18-44,1010,solver-timeout,ppp,normal,oscar-cbls
inst-60-18-29,11,solver-timeout,ppp,normal,oscar-cbls
inst-40-23-13,11,solver-timeout,ppp,normal,oscar-cbls
inst-49-13-20,55,solver-timeout,ppp,normal,oscar-cbls
inst-40-14-83,44,solver-timeout,ppp,normal,oscar-cbls
inst-16-12-77,55,solver-timeout,ppp,normal,oscar-cbls
ppp-ian3b,44,solver-timeout,ppp,normal,oscar-cbls
inst-15-19-62,44,solver-timeout,ppp,normal,oscar-cbls
inst-50-11-41,66,solver-timeout,ppp,normal,oscar-cbls
inst-76-30-57,33,solver-timeout,ppp,normal,oscar-cbls
inst-58-29-37,11,solver-timeout,ppp,normal,oscar-cbls
inst-50-11-41,99,solver-timeout,ppp,normal,oscar-cbls
inst-31-11-25,77,solver-timeout,ppp,normal,oscar-cbls
inst-41-11-49,22,solver-timeout,ppp,normal,oscar-cbls
inst-65-29-58,66,solver-timeout,ppp,normal,oscar-cbls
inst-38-23-17,1010,solver-timeout,ppp,normal,oscar-cbls
inst-65-29-58,99,solver-timeout,ppp,normal,oscar-cbls
inst-31-11-25,88,solver-timeout,ppp,normal,oscar-cbls
inst-34-20-55,55,solver-timeout,ppp,normal,oscar-cbls
inst-54-12-91,44,solver-timeout,ppp,normal,oscar-cbls
inst-68-14-90,66,solver-timeout,ppp,normal,oscar-cbls
inst-23-30-29,88,solver-timeout,ppp,normal,oscar-cbls
inst-68-14-90,99,solver-timeout,ppp,normal,oscar-cbls
inst-23-30-29,77,solver-timeout,ppp,normal,oscar-cbls
inst-15-27-61,11,solver-timeout,ppp,normal,oscar-cbls
inst-42-18-44,11,solver-timeout,ppp,normal,oscar-cbls
inst-60-9-71,99,solver-timeout,ppp,normal,oscar-cbls
inst-32-19-86,55,solver-timeout,ppp,normal,oscar-cbls
inst-42-29-94,77,solver-timeout,ppp,normal,oscar-cbls
inst-79-12-77,22,solver-timeout,ppp,normal,oscar-cbls
inst-42-29-94,88,solver-timeout,ppp,normal,oscar-cbls
inst-18-12-35,22,solver-timeout,ppp,normal,oscar-cbls
inst-60-9-71,66,solver-timeout,ppp,normal,oscar-cbls
inst-66-5-40,44,solver-timeout,ppp,normal,oscar-cbls
inst-46-6-35,33,solver-timeout,ppp,normal,oscar-cbls
ppp-ian1b,22,solver-timeout,ppp,normal,oscar-cbls
inst-52-12-38,1010,solver-timeout,ppp,normal,oscar-cbls
ppp-ian4,66,solver-timeout,ppp,normal,oscar-cbls
inst-71-14-76,33,solver-timeout,ppp,normal,oscar-cbls
inst-60-17-91,44,solver-timeout,ppp,normal,oscar-cbls
inst-21-26-37,11,solver-timeout,ppp,normal,oscar-cbls
ppp-ian4,99,solver-timeout,ppp,normal,oscar-cbls
inst-48-8-17,55,solver-timeout,ppp,normal,oscar-cbls
inst-64-19-94,77,solver-timeout,ppp,normal,oscar-cbls
inst-64-19-94,88,solver-timeout,ppp,normal,oscar-cbls
ppp-ian8,66,solver-timeout,ppp,normal,oscar-cbls
ppp-ian8,99,solver-timeout,ppp,normal,oscar-cbls
inst-23-24-21,11,solver-timeout,ppp,normal,oscar-cbls
inst-49-30-83,33,solver-timeout,ppp,normal,oscar-cbls
inst-25-8-26,33,solver-timeout,ppp,normal,oscar-cbls
inst-33-6-49,1010,solver-timeout,ppp,normal,oscar-cbls
inst-10-17-77,88,solver-timeout,ppp,normal,oscar-cbls
inst-12-26-51,11,solver-timeout,ppp,normal,oscar-cbls
inst-10-17-77,77,solver-timeout,ppp,normal,oscar-cbls
inst-38-23-17,33,solver-timeout,ppp,normal,oscar-cbls
inst-80-11-57,77,solver-timeout,ppp,normal,oscar-cbls
inst-56-14-90,33,solver-timeout,ppp,normal,oscar-cbls
ppp-ian6b,77,solver-timeout,ppp,normal,oscar-cbls
inst-18-18-67,99,solver-timeout,ppp,normal,oscar-cbls
inst-13-29-71,33,solver-timeout,ppp,normal,oscar-cbls
ppp-ian6b,88,solver-timeout,ppp,normal,oscar-cbls
inst-18-18-67,66,solver-timeout,ppp,normal,oscar-cbls
ppp-ian7,22,solver-timeout,ppp,normal,oscar-cbls
inst-80-11-57,88,solver-timeout,ppp,normal,oscar-cbls
inst-55-28-82,55,solver-timeout,ppp,normal,oscar-cbls
inst-48-21-61,55,solver-timeout,ppp,normal,oscar-cbls
inst-38-13-40,11,solver-timeout,ppp,normal,oscar-cbls
inst-49-25-69,66,solver-timeout,ppp,normal,oscar-cbls
inst-60-18-16,22,solver-timeout,ppp,normal,oscar-cbls
inst-30-23-75,33,solver-timeout,ppp,normal,oscar-cbls
inst-49-25-69,99,solver-timeout,ppp,normal,oscar-cbls
inst-60-17-91,55,solver-timeout,ppp,normal,oscar-cbls
inst-71-14-76,22,solver-timeout,ppp,normal,oscar-cbls
ppp-ian4,77,solver-timeout,ppp,normal,oscar-cbls
ppp-ian1b,33,solver-timeout,ppp,normal,oscar-cbls
ppp-ian4,88,solver-timeout,ppp,normal,oscar-cbls
inst-48-8-17,44,solver-timeout,ppp,normal,oscar-cbls
inst-60-17-91,1010,solver-timeout,ppp,normal,oscar-cbls
inst-72-19-21,11,solver-timeout,ppp,normal,oscar-cbls
inst-64-19-94,66,solver-timeout,ppp,normal,oscar-cbls
inst-64-19-94,99,solver-timeout,ppp,normal,oscar-cbls
inst-80-11-57,1010,solver-timeout,ppp,normal,oscar-cbls
ppp-ian8,77,solver-timeout,ppp,normal,oscar-cbls
ppp-ian8,88,solver-timeout,ppp,normal,oscar-cbls
inst-49-30-83,22,solver-timeout,ppp,normal,oscar-cbls
inst-25-8-26,22,solver-timeout,ppp,normal,oscar-cbls
inst-10-17-77,99,solver-timeout,ppp,normal,oscar-cbls
inst-24-11-40,11,solver-timeout,ppp,normal,oscar-cbls
ppp-ian6b,1010,solver-timeout,ppp,normal,oscar-cbls
inst-15-27-61,1010,solver-timeout,ppp,normal,oscar-cbls
inst-38-23-17,22,solver-timeout,ppp,normal,oscar-cbls
inst-10-17-77,66,solver-timeout,ppp,normal,oscar-cbls
inst-41-11-49,1010,solver-timeout,ppp,normal,oscar-cbls
inst-13-29-71,22,solver-timeout,ppp,normal,oscar-cbls
inst-56-14-90,22,solver-timeout,ppp,normal,oscar-cbls
inst-18-18-67,88,solver-timeout,ppp,normal,oscar-cbls
ppp-ian6b,66,solver-timeout,ppp,normal,oscar-cbls
inst-80-11-57,66,solver-timeout,ppp,normal,oscar-cbls
inst-55-28-82,44,solver-timeout,ppp,normal,oscar-cbls
inst-48-21-61,44,solver-timeout,ppp,normal,oscar-cbls
inst-80-11-57,99,solver-timeout,ppp,normal,oscar-cbls
ppp-ian7,33,solver-timeout,ppp,normal,oscar-cbls
inst-18-18-67,77,solver-timeout,ppp,normal,oscar-cbls
ppp-ian6b,99,solver-timeout,ppp,normal,oscar-cbls
inst-60-18-16,33,solver-timeout,ppp,normal,oscar-cbls
inst-49-25-69,77,solver-timeout,ppp,normal,oscar-cbls
inst-49-25-69,88,solver-timeout,ppp,normal,oscar-cbls
inst-30-23-75,22,solver-timeout,ppp,normal,oscar-cbls
inst-33-6-49,99,solver-timeout,ppp,normal,oscar-cbls
inst-33-6-49,66,solver-timeout,ppp,normal,oscar-cbls
inst-27-18-98,33,solver-timeout,ppp,normal,oscar-cbls
inst-49-13-20,44,solver-timeout,ppp,normal,oscar-cbls
inst-40-14-83,55,solver-timeout,ppp,normal,oscar-cbls
ppp-ian3b,55,solver-timeout,ppp,normal,oscar-cbls
inst-16-12-77,44,solver-timeout,ppp,normal,oscar-cbls
inst-50-11-41,77,solver-timeout,ppp,normal,oscar-cbls
inst-15-19-62,55,solver-timeout,ppp,normal,oscar-cbls
inst-34-20-55,1010,solver-timeout,ppp,normal,oscar-cbls
inst-50-11-41,88,solver-timeout,ppp,normal,oscar-cbls
inst-76-30-57,22,solver-timeout,ppp,normal,oscar-cbls
inst-65-29-58,77,solver-timeout,ppp,normal,oscar-cbls
inst-41-11-49,33,solver-timeout,ppp,normal,oscar-cbls
inst-31-11-25,66,solver-timeout,ppp,normal,oscar-cbls
inst-34-20-55,44,solver-timeout,ppp,normal,oscar-cbls
inst-31-11-25,99,solver-timeout,ppp,normal,oscar-cbls
inst-24-9-73,11,solver-timeout,ppp,normal,oscar-cbls
inst-65-29-58,88,solver-timeout,ppp,normal,oscar-cbls
inst-68-14-90,77,solver-timeout,ppp,normal,oscar-cbls
inst-23-30-29,99,solver-timeout,ppp,normal,oscar-cbls
inst-54-12-91,55,solver-timeout,ppp,normal,oscar-cbls
inst-49-30-83,1010,solver-timeout,ppp,normal,oscar-cbls
inst-14-14-55,11,solver-timeout,ppp,normal,oscar-cbls
inst-68-14-90,88,solver-timeout,ppp,normal,oscar-cbls
inst-23-30-29,66,solver-timeout,ppp,normal,oscar-cbls
inst-42-29-94,66,solver-timeout,ppp,normal,oscar-cbls
inst-60-9-71,88,solver-timeout,ppp,normal,oscar-cbls
inst-32-19-86,44,solver-timeout,ppp,normal,oscar-cbls
inst-60-9-71,77,solver-timeout,ppp,normal,oscar-cbls
inst-18-12-35,33,solver-timeout,ppp,normal,oscar-cbls
inst-42-29-94,99,solver-timeout,ppp,normal,oscar-cbls
inst-79-12-77,33,solver-timeout,ppp,normal,oscar-cbls
inst-46-6-35,22,solver-timeout,ppp,normal,oscar-cbls
inst-66-5-40,55,solver-timeout,ppp,normal,oscar-cbls
inst-66-5-40,1010,solver-timeout,ppp,normal,oscar-cbls
inst-38-13-40,1010,solver-timeout,ppp,normal,oscar-cbls
inst-39-15-97,66,solver-timeout,ppp,normal,oscar-cbls
inst-52-12-38,66,solver-timeout,ppp,normal,oscar-cbls
inst-39-15-97,99,solver-timeout,ppp,normal,oscar-cbls
inst-52-12-38,99,solver-timeout,ppp,normal,oscar-cbls
inst-27-18-98,55,solver-timeout,ppp,normal,oscar-cbls
inst-60-18-29,66,solver-timeout,ppp,normal,oscar-cbls
inst-39-15-97,1010,solver-timeout,ppp,normal,oscar-cbls
inst-40-23-13,66,solver-timeout,ppp,normal,oscar-cbls
inst-40-23-13,99,solver-timeout,ppp,normal,oscar-cbls
inst-49-13-20,22,solver-timeout,ppp,normal,oscar-cbls
inst-60-18-29,99,solver-timeout,ppp,normal,oscar-cbls
inst-40-14-83,33,solver-timeout,ppp,normal,oscar-cbls
ppp-ian3b,33,solver-timeout,ppp,normal,oscar-cbls
ppp-ian1b,1010,solver-timeout,ppp,normal,oscar-cbls
inst-16-12-77,22,solver-timeout,ppp,normal,oscar-cbls
inst-15-19-62,33,solver-timeout,ppp,normal,oscar-cbls
inst-50-11-41,11,solver-timeout,ppp,normal,oscar-cbls
inst-58-29-37,99,solver-timeout,ppp,normal,oscar-cbls
inst-76-30-57,44,solver-timeout,ppp,normal,oscar-cbls
inst-58-29-37,66,solver-timeout,ppp,normal,oscar-cbls
inst-24-9-73,88,solver-timeout,ppp,normal,oscar-cbls
inst-65-29-58,11,solver-timeout,ppp,normal,oscar-cbls
inst-41-11-49,55,solver-timeout,ppp,normal,oscar-cbls
inst-24-9-73,77,solver-timeout,ppp,normal,oscar-cbls
inst-34-20-55,22,solver-timeout,ppp,normal,oscar-cbls
inst-76-30-57,1010,solver-timeout,ppp,normal,oscar-cbls
inst-14-14-55,88,solver-timeout,ppp,normal,oscar-cbls
inst-54-12-91,33,solver-timeout,ppp,normal,oscar-cbls
inst-42-18-44,99,solver-timeout,ppp,normal,oscar-cbls
inst-64-19-94,1010,solver-timeout,ppp,normal,oscar-cbls
inst-15-27-61,99,solver-timeout,ppp,normal,oscar-cbls
inst-68-14-90,11,solver-timeout,ppp,normal,oscar-cbls
inst-15-27-61,66,solver-timeout,ppp,normal,oscar-cbls
inst-14-14-55,77,solver-timeout,ppp,normal,oscar-cbls
inst-42-18-44,66,solver-timeout,ppp,normal,oscar-cbls
inst-31-11-25,1010,solver-timeout,ppp,normal,oscar-cbls
inst-32-19-86,22,solver-timeout,ppp,normal,oscar-cbls
inst-79-12-77,55,solver-timeout,ppp,normal,oscar-cbls
inst-18-12-35,55,solver-timeout,ppp,normal,oscar-cbls
inst-60-9-71,11,solver-timeout,ppp,normal,oscar-cbls
inst-12-26-51,1010,solver-timeout,ppp,normal,oscar-cbls
inst-66-5-40,33,solver-timeout,ppp,normal,oscar-cbls
inst-46-6-35,44,solver-timeout,ppp,normal,oscar-cbls
ppp-ian4,11,solver-timeout,ppp,normal,oscar-cbls
ppp-ian1b,55,solver-timeout,ppp,normal,oscar-cbls
inst-71-14-76,44,solver-timeout,ppp,normal,oscar-cbls
inst-60-17-91,33,solver-timeout,ppp,normal,oscar-cbls
inst-21-26-37,66,solver-timeout,ppp,normal,oscar-cbls
inst-21-26-37,99,solver-timeout,ppp,normal,oscar-cbls
inst-48-8-17,22,solver-timeout,ppp,normal,oscar-cbls
inst-72-19-21,77,solver-timeout,ppp,normal,oscar-cbls
inst-72-19-21,88,solver-timeout,ppp,normal,oscar-cbls
inst-68-14-90,1010,solver-timeout,ppp,normal,oscar-cbls
inst-23-24-21,99,solver-timeout,ppp,normal,oscar-cbls
ppp-ian8,11,solver-timeout,ppp,normal,oscar-cbls
inst-23-24-21,66,solver-timeout,ppp,normal,oscar-cbls
inst-49-30-83,44,solver-timeout,ppp,normal,oscar-cbls
inst-25-8-26,44,solver-timeout,ppp,normal,oscar-cbls
inst-24-11-40,88,solver-timeout,ppp,normal,oscar-cbls
inst-27-18-98,1010,solver-timeout,ppp,normal,oscar-cbls
inst-12-26-51,66,solver-timeout,ppp,normal,oscar-cbls
inst-12-26-51,99,solver-timeout,ppp,normal,oscar-cbls
inst-38-23-17,44,solver-timeout,ppp,normal,oscar-cbls
inst-24-11-40,77,solver-timeout,ppp,normal,oscar-cbls
inst-13-29-71,44,solver-timeout,ppp,normal,oscar-cbls
inst-56-14-90,44,solver-timeout,ppp,normal,oscar-cbls
ppp-ian7,55,solver-timeout,ppp,normal,oscar-cbls
inst-48-8-17,1010,solver-timeout,ppp,normal,oscar-cbls
inst-18-18-67,11,solver-timeout,ppp,normal,oscar-cbls
inst-55-28-82,22,solver-timeout,ppp,normal,oscar-cbls
inst-48-21-61,22,solver-timeout,ppp,normal,oscar-cbls
inst-49-25-69,11,solver-timeout,ppp,normal,oscar-cbls
inst-38-13-40,66,solver-timeout,ppp,normal,oscar-cbls
inst-60-18-16,55,solver-timeout,ppp,normal,oscar-cbls
inst-30-23-75,44,solver-timeout,ppp,normal,oscar-cbls
inst-38-13-40,99,solver-timeout,ppp,normal,oscar-cbls
inst-60-17-91,22,solver-timeout,ppp,normal,oscar-cbls
inst-71-14-76,55,solver-timeout,ppp,normal,oscar-cbls
